response-time,DNS+dialup,DNS,Request-write,Response-delay,Response-read,status-code,offset
51.0839,0.0005,0.0000,0.0002,50.8889,0.1941,200,0.0005
50.9881,0.0000,0.0000,0.0001,50.9877,0.0002,200,51.0844
50.6506,0.0000,0.0000,0.0001,50.6503,0.0002,200,102.0725
50.8756,0.0000,0.0000,0.0001,50.8752,0.0002,200,152.7231
50.7235,0.0000,0.0000,0.0001,50.7232,0.0002,200,203.5987
