response-time,DNS+dialup,DNS,Request-write,Response-delay,Response-read,status-code,offset
66.7530,0.0005,0.0000,0.0002,66.7515,0.0006,200,0.0006
66.2806,0.0000,0.0000,0.0001,66.2799,0.0006,200,66.7536
66.1208,0.0000,0.0000,0.0001,66.1203,0.0003,200,133.0343
66.4736,0.0000,0.0000,0.0001,66.4733,0.0002,200,199.1551
66.2383,0.0000,0.0000,0.0001,66.2376,0.0005,200,265.6287
