response-time,DNS+dialup,DNS,Request-write,Response-delay,Response-read,status-code,offset
57.3682,0.0007,0.0000,0.0003,57.3667,0.0003,200,0.0005
56.9151,0.0000,0.0000,0.0001,56.9147,0.0002,200,57.3686
56.8809,0.0000,0.0000,0.0001,56.8798,0.0010,200,114.2837
56.9825,0.0000,0.0000,0.0001,56.9819,0.0004,200,171.1647
56.8721,0.0000,0.0000,0.0002,56.8716,0.0003,200,228.1471
